ID	Qstart	Qend	Sstart	Send
2712	2712	2293702	2294422	4064931	4065651
2713	2713	628056	628776	4064932	4065653
2714	2714	1626433	1627153	4064933	4065654
2715	2715	2955548	2956265	4064935	4065653
2716	2716	578376	579093	4064936	4065654
2717	2717	1818020	1818737	4064936	4065653
2718	2718	1618712	1619429	4064936	4065653
2719	2719	1593045	1593762	4064936	4065653
2720	2720	1310047	1310764	4064936	4065653
2721	2721	3714079	3714793	4064936	4065650
2722	2722	3098307	3099021	4064936	4065650
2723	2723	3242629	3243349	4202988	4203708
2724	2724	785296	786010	4202990	4203704
2725	2725	578376	579098	4506416	4507138
2726	2726	1626436	1627155	4506419	4507138
2727	2727	3334936	3335652	4506424	4507140
2728	2728	785294	786011	4594741	4595458
2729	2729	3153099	3153813	4594742	4595456
2730	2730	2955550	2956264	4594742	4595456
2731	2731	3334936	3335650	4594742	4595456
2732	2732	628060	628774	4594742	4595456
2733	2733	1383320	1384045	106653	107377
2734	2734	3259643	3260363	106656	107378
2735	2735	300403	301121	106659	107378
2736	2736	3816218	3816936	106659	107378
2737	2737	1626435	1627153	106659	107378
2738	2738	578375	579093	106659	107378
2739	2739	2691574	2692292	106660	107379
2740	2740	1310047	1310765	106660	107378
2741	2741	1618712	1619430	106660	107378
2742	2742	757470	758185	106662	107377
2743	2743	3541719	3542434	106662	107377
2744	2744	3417497	3418212	106663	107378
2745	2745	3098306	3099021	106663	107378
2746	2746	2599108	2599823	106663	107378
2747	2747	3714079	3714794	106663	107378
2748	2748	3816215	3816942	116545	117272
2749	2749	1593040	1593764	116546	117270
2750	2750	2646238	2646959	173331	174052
2751	2751	2293702	2294420	173333	174051
2752	2752	1618718	1619433	173333	174048
2753	2753	2637093	2637812	173336	174054
2754	2754	1420037	1420756	173336	174054
2755	2755	3677923	3678642	173336	174054
2756	2756	509750	510469	173336	174054
2757	2757	785295	786010	173336	174051
2758	2758	3980199	3980914	173336	174051
2759	2759	4468379	4469094	173337	174052
2760	2760	2303885	2304600	173337	174052
2761	2761	3153099	3153814	173337	174052
2762	2762	785295	786018	181294	182019
2763	2763	2293699	2294417	181301	182019
2764	2764	3541713	3542435	181302	182023
2765	2765	2955549	2956273	181303	182028
2766	2766	1593046	1593765	181303	182021
2767	2767	3427706	3428421	181303	182018
2768	2768	3345998	3346713	181303	182018
2769	2769	628060	628775	181303	182018
2770	2770	4064294	4065012	181304	182022
2771	2771	3980199	3980914	181304	182019
2772	2772	2293702	2294430	223067	223793
2773	2773	3202515	3203237	223074	223795
2774	2774	1593043	1593765	223076	223797
2775	2775	1177352	1178071	223076	223794
2776	2776	3541716	3542434	223076	223794
2777	2777	586291	587009	223076	223794
2778	2778	756752	757477	223077	223801
2779	2779	3273083	3273798	223078	223793
2780	2780	4468379	4469094	223079	223794
2781	2781	1244799	1245514	223079	223794
2782	2782	3334935	3335650	223079	223794
2783	2783	2390275	2390990	223079	223794
2784	2784	2303885	2304600	223079	223794
2785	2785	3671193	3671908	223079	223794
2786	2786	25979	26694	223079	223794
2787	2787	509743	510468	349812	350538
2788	2788	519643	520372	349823	350551
2789	2789	3548536	3549255	349823	350542
2790	2790	103344	104063	349823	350542
2791	2791	3427705	3428421	349823	350539
2792	2792	1593038	1593762	578290	579013
2793	2793	3677924	3678645	578293	579013
2794	2794	1626431	1627152	578297	579019
2795	2795	628054	628776	578297	579018
2796	2796	2955548	2956266	578297	579015
2797	2797	2390275	2390993	578298	579017
2798	2798	586291	587006	578298	579013
2799	2799	3671193	3671908	578298	579013
2800	2800	2303885	2304600	578298	579013
2801	2801	4468379	4469094	578298	579013
2802	2802	366834	367556	763168	763890
2803	2803	2303884	2304600	763170	763886
2804	2804	4323813	4324529	763171	763887
2805	2805	3548539	3549255	763171	763887
2806	2806	1420039	1420756	763171	763887
2807	2807	3202519	3203236	763171	763887
2808	2808	2293702	2294418	830601	831317
2809	2809	578375	579098	830602	831324
2810	2810	3556648	3557368	830602	831321
2811	2811	1626435	1627151	830602	831318
2812	2812	1593046	1593763	830602	831318
2813	2813	3677923	3678640	830602	831318
2814	2814	3816218	3816934	830602	831318
2815	2815	300405	301121	830602	831318
2816	2816	3334934	3335650	830603	831319
2817	2817	4276307	4277030	893871	894594
2818	2818	4196529	4197246	893874	894591
2819	2819	1537778	1538500	904973	905696
2820	2820	3671191	3671909	904973	905693
2821	2821	1244797	1245515	904973	905693
2822	2822	1310046	1310765	904973	905692
2823	2823	785292	786011	904976	905696
2824	2824	2599108	2599824	904976	905692
2825	2825	4196531	4197247	904977	905693
2826	2826	1618701	1619430	927044	927772
2827	2827	3153099	3153821	927049	927771
2828	2828	1420033	1420756	927050	927772
2829	2829	2646243	2646962	927053	927772
2830	2830	4196527	4197246	927053	927772
2831	2831	4226285	4227001	927055	927771
2832	2832	1537779	1538496	927055	927771
2833	2833	1177352	1178068	927056	927772
2834	2834	2039581	2040297	927056	927772
2835	2835	3980179	3980914	927057	927791
2836	2836	509744	510468	989315	990040
2837	2837	2955546	2956266	989320	990042
2838	2838	1537779	1538497	989322	990041
2839	2839	3677924	3678642	989322	990040
2840	2840	3660912	3661630	989322	990040
2841	2841	2599109	2599824	989325	990040
2842	2842	3714078	3714793	989325	990040
2843	2843	1310047	1310765	1026070	1026788
2844	2844	756760	757475	1026072	1026787
2845	2845	757470	758185	1026072	1026787
2846	2846	3541719	3542434	1026072	1026787
2847	2847	3098306	3099021	1026073	1026788
2848	2848	3714079	3714794	1026073	1026788
2849	2849	4276311	4277035	1141842	1142567
2850	2850	103347	104071	1141842	1142567
2851	2851	3345998	3346719	1141845	1142567
2852	2852	3098307	3099028	1141845	1142567
2853	2853	3816219	3816940	1141846	1142567
2854	2854	2955544	2956265	1141847	1142568
2855	2855	3417498	3418220	1141847	1142567
2856	2856	1383327	1384046	1141850	1142568
2857	2857	757470	758185	1141852	1142567
2858	2858	2039581	2040296	1141852	1142567
2859	2859	1618712	1619435	1197110	1197832
2860	2860	578374	579093	1197110	1197829
2861	2861	3671192	3671908	1197111	1197828
2862	2862	1244798	1245514	1197111	1197828
2863	2863	4226285	4227001	1197111	1197827
2864	2864	1833140	1833860	1197112	1197831
2865	2865	3714079	3714795	1197113	1197829
2866	2866	757446	758189	1222792	1223534
2867	2867	3202518	3203247	1222801	1223532
2868	2868	3816216	3816937	1222812	1223533
2869	2869	1818019	1818737	1222812	1223530
2870	2870	509751	510469	1222813	1223531
2871	2871	3677923	3678641	1222813	1223531
2872	2872	2637094	2637812	1222813	1223531
2873	2873	1321129	1321842	1230533	1231246
2874	2874	219697	220418	1230534	1231255
2875	2875	3334935	3335654	1230534	1231253
2876	2876	3947137	3947878	1230536	1231276
2877	2877	4196522	4197246	1230536	1231263
2878	2878	1177352	1178068	1230536	1231253
2879	2879	628060	628776	1230537	1231254
2880	2880	2955548	2956264	1230537	1231254
2881	2881	2691569	2692291	1330640	1331362
2882	2882	4226285	4227004	1330641	1331361
2883	2883	219699	220415	1330645	1331361
2884	2884	2955548	2956264	1330645	1331361
2885	2885	3417496	3418212	1330647	1331363
2886	2886	2646242	2646961	1473476	1474195
2887	2887	2303884	2304600	1473477	1474193
2888	2888	4468378	4469094	1473477	1474193
2889	2889	519643	520371	1473478	1474206
2890	2890	509753	510476	1473478	1474200
2891	2891	1420040	1420756	1473478	1474194
2892	2892	1825743	1826459	1473478	1474194
2893	2893	2637096	2637812	1473478	1474194
2894	2894	2691575	2692291	1473478	1474194
2895	2895	3714079	3714795	1473479	1474195
2896	2896	3947133	3947849	1473482	1474198
2897	2897	4226285	4227013	1735238	1735967
2898	2898	3153099	3153825	1735242	1735967
2899	2899	3334931	3335650	1735248	1735967
2900	2900	3541719	3542435	1735251	1735967
2901	2901	1177351	1178067	1735251	1735967
2902	2902	2646244	2646960	1735251	1735967
2903	2903	2039580	2040296	1735251	1735967
2904	2904	3242629	3243345	1735251	1735967
2905	2905	1818021	1818738	1735252	1735968
2906	2906	3202519	3203246	1821672	1822400
2907	2907	366838	367566	1821672	1822399
2908	2908	3677922	3678647	1821677	1822401
2909	2909	1420031	1420756	1821677	1822400
2910	2910	103344	104068	1821678	1822402
2911	2911	1537774	1538496	1821678	1822399
2912	2912	4468376	4469094	1821680	1822399
2913	2913	2637094	2637813	1821683	1822401
2914	2914	3153099	3153814	1821684	1822399
2915	2915	2303885	2304600	1821684	1822399
2916	2916	3980199	3980914	1821685	1822400
2917	2917	2293702	2294417	1821685	1822400
2918	2918	785295	786010	1821685	1822400
2919	2919	785293	786013	2023110	2023830
2920	2920	1321121	1321840	2061120	2061839
2921	2921	628060	628776	2061120	2061837
2922	2922	4468379	4469104	2061121	2061847
2923	2923	2039581	2040297	2061122	2061838
2924	2924	3259642	3260359	2070269	2070986
2925	2925	4323812	4324529	2070269	2070986
2926	2926	2390274	2390991	2070270	2070987
2927	2927	1177351	1178068	2070270	2070987
2928	2928	3671192	3671909	2070270	2070987
2929	2929	4226285	4227009	2070271	2070993
2930	2930	1177349	1178072	2305832	2306555
2931	2931	3242629	3243349	2305833	2306553
2932	2932	2390273	2390993	2305834	2306554
2933	2933	2637096	2637813	2305835	2306552
2934	2934	1825743	1826460	2305835	2306552
2935	2935	3677922	3678639	2305835	2306552
2936	2936	2039580	2040297	2305836	2306553
2937	2937	3273084	3273811	2305837	2306563
2938	2938	3541719	3542436	2305837	2306554
2939	2939	219699	220419	2313230	2313950
2940	2940	1593043	1593763	2313233	2313954
2941	2941	1420039	1420756	2313233	2313950
2942	2942	509752	510469	2313233	2313950
2943	2943	25976	26697	2595388	2596110
2944	2944	3259644	3260362	2595388	2596106
2945	2945	1593046	1593772	2595391	2596119
2946	2946	2955549	2956270	2595391	2596113
2947	2947	1626433	1627151	2595391	2596110
2948	2948	300405	301120	2595391	2596106
2949	2949	4323814	4324529	2595391	2596106
2950	2950	3816219	3816934	2595391	2596106
2951	2951	3427706	3428421	2595391	2596106
2952	2952	2691575	2692290	2595391	2596106
2953	2953	628060	628775	2595391	2596106
2954	2954	4226279	4227001	2606448	2607170
2955	2955	1420030	1420759	2606449	2607177
2956	2956	300404	301123	2606450	2607170
2957	2957	3556651	3557370	2606451	2607170
2958	2958	1626432	1627152	2606451	2607170
2959	2959	578376	579092	2606454	2607170
2960	2960	628060	628776	2606454	2607170
2961	2961	3714079	3714794	2677955	2678670
2962	2962	2637097	2637812	2677955	2678670
2963	2963	2039582	2040297	2677955	2678670
2964	2964	1825744	1826459	2677955	2678670
2965	2965	1593048	1593763	2677955	2678670
2966	2966	3677923	3678638	2677955	2678670
2967	2967	509754	510469	2677955	2678670
2968	2968	1537776	1538496	2677956	2678678
2969	2969	2303885	2304601	2688163	2688879
2970	2970	366838	367554	2688164	2688880
2971	2971	4196528	4197245	2688164	2688880
2972	2972	3548540	3549256	2688164	2688880
2973	2973	586291	587022	2737546	2738277
2974	2974	3714082	3714795	2737559	2738272
2975	2975	519648	520361	2737559	2738272
2976	2976	3677923	3678642	2737560	2738279
2977	2977	3242630	3243346	2737560	2738277
2978	2978	1177352	1178068	2737560	2738277
2979	2979	25979	26695	2737560	2738277
2980	2980	1383326	1384045	2737561	2738280
2981	2981	4226285	4227001	2737561	2738277
2982	2982	2955548	2956273	2793975	2794700
2983	2983	628055	628776	2793977	2794700
2984	2984	3242630	3243346	2793983	2794699
2985	2985	25979	26695	2793983	2794699
2986	2986	3541719	3542438	2793984	2794703
2987	2987	1818020	1818737	2793984	2794700
2988	2988	756760	757476	2807423	2808139
2989	2989	366837	367550	2807423	2808136
2990	2990	3548540	3549259	2807424	2808143
2991	2991	4468378	4469094	2807424	2808140
2992	2992	2390274	2390990	2807424	2808140
2993	2993	1825741	1826458	2807424	2808140
2994	2994	3671193	3671909	2807424	2808140
2995	2995	1177352	1178071	3004643	3005361
2996	2996	1383322	1384047	3004644	3005368
2997	2997	3273083	3273798	3004645	3005360
2998	2998	2691569	2692290	3004646	3005367
2999	2999	3334935	3335650	3004646	3005361
3000	3000	3242630	3243345	3004646	3005361
3001	3001	25979	26694	3004646	3005361
3002	3002	3334932	3335660	3116678	3117406
3003	3003	2955549	2956268	3116684	3117403
3004	3004	3153096	3153815	3116685	3117404
3005	3005	1383331	1384047	3116686	3117402
3006	3006	4226284	4227000	3116687	3117403
3007	3007	219700	220416	3116687	3117403
3008	3008	3259644	3260363	3116688	3117407
3009	3009	2303884	2304600	3116688	3117404
3010	3010	785295	786010	3124201	3124916
3011	3011	2293702	2294417	3124201	3124916
3012	3012	3980199	3980914	3124201	3124916
3013	3013	4468379	4469094	3124202	3124917
3014	3014	628060	628775	3124202	3124917
3015	3015	3334935	3335650	3124202	3124917
3016	3016	2955549	2956264	3124202	3124917
3017	3017	2303885	2304600	3124202	3124917
3018	3018	3153099	3153814	3124202	3124917
3019	3019	3345998	3346713	3124202	3124917
3020	3020	3427706	3428421	3124202	3124917
3021	3021	1626436	1627175	3233928	3234669
3022	3022	219696	220415	3233928	3234647
3023	3023	785295	786010	3244208	3244923
3024	3024	2293702	2294417	3244208	3244923
3025	3025	3980199	3980914	3244208	3244923
3026	3026	628060	628775	3244209	3244924
3027	3027	2955549	2956264	3244209	3244924
3028	3028	3345998	3346713	3244209	3244924
3029	3029	3427706	3428421	3244209	3244924
3030	3030	1626434	1627153	3250938	3251658
3031	3031	1310043	1310765	3250939	3251661
3032	3032	3202519	3203238	3250939	3251658
3033	3033	1244798	1245514	3250939	3251656
3034	3034	3548539	3549255	3250939	3251656
3035	3035	3671192	3671908	3250939	3251656
3036	3036	586291	587007	3250939	3251656
3037	3037	3427706	3428422	3250940	3251657
3038	3038	4226285	4227001	3250940	3251656
3039	3039	1321123	1321839	3287305	3288021
3040	3040	3816217	3816933	3287306	3288022
3041	3041	1310050	1310766	3287306	3288022
3042	3042	3202518	3203234	3287306	3288022
3043	3043	1593048	1593764	3287306	3288022
3044	3044	2039582	2040298	3287306	3288022
3045	3045	578374	579090	3287306	3288022
3046	3046	3947136	3947849	3287309	3288022
3047	3047	2646237	2646959	3389503	3390225
3048	3048	3714082	3714795	3389508	3390221
3049	3049	1244798	1245514	3389509	3390225
3050	3050	2390275	2390991	3389509	3390225
3051	3051	3671192	3671908	3389509	3390225
3052	3052	1383325	1384045	3389510	3390229
3053	3053	3427706	3428422	3389510	3390226
3054	3054	2039585	2040301	3520459	3521175
3055	3055	1420033	1420759	3520460	3521185
3056	3056	3714082	3714795	3520462	3521175
3057	3057	519648	520361	3520462	3521175
3058	3058	3242625	3243346	3520463	3521187
3059	3059	300402	301121	3520463	3521182
3060	3060	628060	628782	3520464	3521187
3061	3061	3345992	3346714	3734289	3735011
3062	3062	2691574	2692294	3734292	3735011
3063	3063	3153098	3153817	3734294	3735014
3064	3064	3541718	3542434	3734294	3735010
3065	3065	3548540	3549258	3734295	3735015
3066	3066	3556648	3557367	3734295	3735014
3067	3067	4468378	4469094	3734295	3735012
3068	3068	2390274	2390990	3734295	3735012
3069	3069	2303884	2304600	3734295	3735012
3070	3070	3671193	3671909	3734295	3735012
3071	3071	1818021	1818737	3734295	3735011
3072	3072	1593046	1593762	3734295	3735011
3073	3073	3202520	3203236	3734295	3735011
3074	3074	1310048	1310764	3734295	3735011
3075	3075	3427706	3428422	3734295	3735011
3076	3076	3677924	3678640	3734295	3735011
3077	3077	4323814	4324530	3734295	3735011
3078	3078	1177349	1178073	3784316	3785040
3079	3079	3947136	3947855	3784319	3785037
3080	3080	1537771	1538496	3784321	3785045
3081	3081	4064290	4065015	3831855	3832578
3082	3082	3947134	3947856	3831857	3832578
3083	3083	2303885	2304603	3831858	3832576
3084	3084	1593045	1593764	3831859	3832577
3085	3085	3202518	3203237	3831859	3832577
3086	3086	1310047	1310766	3831859	3832577
3087	3087	4196528	4197246	3831860	3832578
3088	3088	785295	786010	3831860	3832575
3089	3089	2293702	2294417	3831860	3832575
3090	3090	3980199	3980914	3831860	3832575
3091	3091	4468379	4469094	3831861	3832576
3092	3092	3334935	3335650	3831861	3832576
3093	3093	3153099	3153814	3831861	3832576
3094	3094	3098306	3099028	3946305	3947027
3095	3095	2691569	2692291	3946305	3947027
3096	3096	1833137	1833856	3946307	3947027
3097	3097	3677923	3678639	3946310	3947027
3098	3098	1593047	1593763	3946310	3947027
3099	3099	2599107	2599823	3946311	3947028
3100	3100	785294	786007	3946315	3947028
3101	3101	3273083	3273798	4024620	4025335
3102	3102	578376	579091	4024621	4025336
3103	3103	3556652	3557367	4024621	4025336
3104	3104	1626436	1627151	4024621	4025336
3105	3105	2691575	2692290	4024621	4025336
3106	3106	3259644	3260359	4024621	4025336
3107	3107	3345998	3346713	4024621	4025336
3108	3108	3427706	3428421	4024621	4025336
3109	3109	3548540	3549255	4024621	4025336
3110	3110	3816219	3816934	4024621	4025336
3111	3111	4323814	4324529	4024621	4025336
3112	3112	300405	301120	4024621	4025336
3113	3113	25979	26694	4024621	4025336
3114	3114	3334935	3335653	4064932	4065652
3115	3115	3273079	3273798	4064932	4065651
3116	3116	3153098	3153814	4064935	4065652
3117	3117	3541718	3542434	4064935	4065651
3118	3118	3556651	3557367	4064936	4065653
3119	3119	4196529	4197245	4064936	4065652
3120	3120	519643	520359	4064936	4065652
3121	3121	1310031	1310772	4202973	4203712
3122	3122	103343	104069	4202984	4203708
3123	3123	4226285	4227002	4202988	4203704
3124	3124	2646244	2646960	4202988	4203704
3125	3125	2039580	2040296	4202988	4203704
3126	3126	2637095	2637821	4202989	4203714
3127	3127	3202520	3203244	4506414	4507138
3128	3128	4323808	4324538	4506415	4507145
3129	3129	3816219	3816937	4506420	4507138
3130	3130	3273084	3273799	4506423	4507138
3131	3131	2293701	2294416	4506423	4507138
3132	3132	785296	786011	4506423	4507138
3133	3133	586292	587010	4506424	4507142
3134	3134	3153095	3153813	4506424	4507142
3135	3135	4468380	4469099	4506424	4507142
3136	3136	1321123	1321839	4594741	4595457
3137	3137	3714078	3714794	4594741	4595457
3138	3138	3671188	3671907	4594742	4595461
3139	3139	3417496	3418212	4594742	4595458
3140	3140	1420040	1420757	4594742	4595458
3141	3141	3660912	3661632	106657	107377
3142	3142	519640	520360	106658	107378
3143	3143	3556651	3557368	106660	107378
3144	3144	3671191	3671908	106661	107379
3145	3145	1177352	1178069	106661	107379
3146	3146	1244797	1245514	106661	107379
3147	3147	1825737	1826459	116545	117269
3148	3148	1420033	1420756	116546	117269
3149	3149	3098306	3099025	116548	117269
3150	3150	219695	220415	116548	117268
3151	3151	509749	510469	116549	117269
3152	3152	3677923	3678643	116549	117269
3153	3153	4323812	4324532	116550	117270
3154	3154	2637095	2637812	116552	117269
3155	3155	3714081	3714795	116556	117270
3156	3156	3548537	3549251	116557	117271
3157	3157	578373	579087	116557	117271
3158	3158	519648	520362	173334	174048
3159	3159	2039581	2040298	173335	174052
3160	3160	4196529	4197246	173336	174053
3161	3161	1825742	1826459	173336	174053
3162	3162	1818020	1818737	173337	174054
3163	3163	1537779	1538496	173337	174054
3164	3164	219697	220415	173337	174054
3165	3165	4064294	4065008	173337	174051
3166	3166	3273084	3273798	173337	174051
3167	3167	4226285	4227006	181298	182018
3168	3168	1825741	1826459	181302	182019
3169	3169	2637095	2637822	181303	182029
3170	3170	3273084	3273798	181304	182018
3171	3171	219698	220419	223075	223795
3172	3172	4064294	4065011	223076	223793
3173	3173	4226284	4227010	223078	223805
3174	3174	1537779	1538497	223078	223795
3175	3175	785296	786010	223079	223793
3176	3176	3980200	3980914	223079	223793
3177	3177	3671193	3671920	349811	350538
3178	3178	1833140	1833858	349823	350542
3179	3179	219700	220415	349823	350538
3180	3180	4323814	4324529	349823	350538
3181	3181	4226285	4227000	349823	350538
3182	3182	586291	587006	349823	350538
3183	3183	3345998	3346713	349823	350538
3184	3184	3259644	3260359	349823	350538
3185	3185	1420040	1420755	349823	350538
3186	3186	1825743	1826458	349823	350538
3187	3187	2637096	2637811	349823	350538
3188	3188	1244799	1245514	349823	350538
3189	3189	4468379	4469094	349823	350538
3190	3190	1321124	1321848	349824	350549
3191	3191	4226284	4227010	578288	579014
3192	3192	1537779	1538497	578297	579014
3193	3193	3541717	3542434	578298	579015
3194	3194	3153097	3153814	578298	579015
3195	3195	785296	786010	578299	579013
3196	3196	4064294	4065008	578299	579013
3197	3197	3714076	3714794	763168	763887
3198	3198	3541715	3542436	763169	763891
3199	3199	1321120	1321839	763170	763887
3200	3200	219699	220415	763171	763886
3201	3201	756760	757475	763171	763886
3202	3202	3427706	3428421	763171	763886
3203	3203	3345998	3346713	763171	763886
3204	3204	3417497	3418212	763172	763887
3205	3205	785295	786010	763172	763887
3206	3206	519648	520360	763175	763887
3207	3207	3947137	3947849	763175	763887
3208	3208	1618718	1619430	763175	763887
3209	3209	3980196	3980914	830599	831317
3210	3210	2599108	2599826	830602	831321
3211	3211	103346	104058	830602	831314
3212	3212	628060	628775	830603	831318
3213	3213	2955549	2956264	830603	831318
3214	3214	1818021	1818737	830603	831318
3215	3215	1537780	1538496	830603	831318
3216	3216	757470	758185	830603	831318
3217	3217	3259629	3260364	893869	894603
3218	3218	3556650	3557369	893872	894592
3219	3219	1321120	1321839	893872	894591
3220	3220	2637094	2637819	893873	894598
3221	3221	2955548	2956273	893873	894598
3222	3222	3816217	3816936	893873	894592
3223	3223	578374	579093	893873	894592
3224	3224	586290	587007	904973	905692
3225	3225	3259643	3260361	904973	905692
3226	3226	2390274	2390991	904973	905692
3227	3227	3677923	3678641	904974	905692
3228	3228	3202519	3203237	904974	905692
3229	3229	1593045	1593763	904974	905692
3230	3230	4323813	4324528	904977	905692
3231	3231	3548539	3549254	904977	905692
3232	3232	2039582	2040297	904977	905692
3233	3233	103346	104058	904980	905692
3234	3234	2637088	2637813	927049	927773
3235	3235	1825738	1826460	927053	927773
3236	3236	1833140	1833858	927056	927774
3237	3237	3334935	3335654	927056	927774
3238	3238	3541719	3542434	927056	927771
3239	3239	2599108	2599823	927057	927772
3240	3240	2293702	2294417	927057	927772
3241	3241	300394	301120	989313	990040
3242	3242	1825735	1826458	989317	990040
3243	3243	1593045	1593762	989322	990040
3244	3244	1321121	1321838	989323	990040
3245	3245	4064291	4065008	989323	990040
3246	3246	757471	758185	989326	990040
3247	3247	3098307	3099021	989326	990040
3248	3248	2039582	2040296	989326	990040
3249	3249	519637	520360	1026065	1026788
3250	3250	3427706	3428426	1026066	1026787
3251	3251	4323813	4324530	1026070	1026788
3252	3252	3259643	3260360	1026070	1026788
3253	3253	2691574	2692291	1026070	1026788
3254	3254	3556651	3557368	1026070	1026788
3255	3255	4196529	4197246	1026071	1026788
3256	3256	1177338	1178067	1141832	1142567
3257	3257	3671193	3671912	1141846	1142567
3258	3258	3259644	3260361	1141849	1142567
3259	3259	3556650	3557367	1141849	1142567
3260	3260	628059	628776	1141850	1142568
3261	3261	300403	301120	1141850	1142567
3262	3262	3202520	3203237	1141850	1142567
3263	3263	1618712	1619429	1141850	1142567
3264	3264	1626436	1627153	1141850	1142567
3265	3265	578376	579093	1141850	1142567
3266	3266	2599109	2599823	1141853	1142567
3267	3267	3714079	3714793	1141853	1142567
3268	3268	519637	520361	1197105	1197829
3269	3269	628060	628778	1197108	1197827
3270	3270	3556651	3557369	1197110	1197829
3271	3271	300403	301121	1197110	1197828
3272	3272	1626435	1627153	1197110	1197828
3273	3273	3334935	3335663	1197111	1197837
3274	3274	2303885	2304600	1197111	1197827
3275	3275	4468379	4469094	1197111	1197827
3276	3276	785295	786010	1197112	1197828
3277	3277	3417497	3418212	1197113	1197828
3278	3278	3098306	3099021	1197113	1197828
3279	3279	300401	301121	1222811	1223531
3280	3280	1825738	1826459	1222811	1223531
3281	3281	3947136	3947856	1222812	1223532
3282	3282	219698	220415	1222813	1223530
3283	3283	1537779	1538496	1222813	1223530
3284	3284	2039581	2040298	1222814	1223532
3285	3285	3098302	3099019	1222818	1223535
3286	3286	3714081	3714795	1222818	1223532
3287	3287	2390275	2390993	1230534	1231253
3288	3288	3677922	3678642	1230535	1231255
3289	3289	1310047	1310765	1230536	1231255
3290	3290	2293702	2294417	1230536	1231252
3291	3291	3980199	3980914	1230536	1231252
3292	3292	3153099	3153814	1230537	1231253
3293	3293	3098306	3099033	1330635	1331362
3294	3294	1593039	1593776	1330640	1331375
3295	3295	2390270	2390991	1330640	1331362
3296	3296	3334932	3335650	1330642	1331361
3297	3297	756756	757475	1330643	1331361
3298	3298	2293702	2294417	1330646	1331362
3299	3299	3714079	3714794	1330647	1331362
3300	3300	519648	520360	1330650	1331362
3301	3301	1618718	1619430	1330650	1331362
3302	3302	3242628	3243346	1473476	1474194
3303	3303	3345991	3346713	1473478	1474199
3304	3304	219700	220415	1473478	1474193
3305	3305	4226285	4227000	1473478	1474193
3306	3306	756760	757475	1473478	1474193
3307	3307	3427706	3428421	1473478	1474193
3308	3308	3417497	3418212	1473479	1474194
3309	3309	3098306	3099021	1473479	1474194
3310	3310	25979	26694	1735252	1735967
3311	3311	300405	301120	1735252	1735967
3312	3312	3816219	3816934	1735252	1735967
3313	3313	3677924	3678640	1735252	1735967
3314	3314	1537780	1538496	1735252	1735967
3315	3315	1593046	1593762	1735252	1735967
3316	3316	2955549	2956264	1735252	1735967
3317	3317	1626436	1627151	1735252	1735967
3318	3318	3556652	3557367	1735252	1735967
3319	3319	628060	628775	1735252	1735967
3320	3320	578376	579091	1735252	1735967
3321	3321	3980195	3980914	1735253	1735971
3322	3322	756748	757475	1821674	1822399
3323	3323	3098305	3099028	1821678	1822401
3324	3324	4226285	4227005	1821679	1822399
3325	3325	1321120	1321841	1821682	1822402
3326	3326	4196529	4197246	1821683	1822400
3327	3327	3273084	3273798	1821685	1822399
3328	3328	4064294	4065008	1821685	1822399
3329	3329	3345998	3346718	2061115	2061837
3330	3330	3660912	3661630	2061119	2061837
3331	3331	3947137	3947855	2061120	2061838
3332	3332	3153099	3153814	2061121	2061837
3333	3333	3334935	3335650	2061121	2061837
3334	3334	3980199	3980914	2061122	2061838
3335	3335	2293702	2294417	2061122	2061838
3336	3336	757470	758185	2061122	2061837
3337	3337	3541719	3542434	2061122	2061837
3338	3338	2599108	2599823	2061123	2061838
3339	3339	3334920	3335653	2070268	2071004
3340	3340	2039579	2040298	2070269	2070988
3341	3341	785295	786014	2070270	2070990
3342	3342	25975	26695	2070270	2070989
3343	3343	1626435	1627151	2070270	2070986
3344	3344	2691575	2692291	2070270	2070986
3345	3345	300405	301121	2070270	2070986
3346	3346	4468378	4469094	2070271	2070987
3347	3347	2303884	2304600	2070271	2070987
3348	3348	3334933	3335656	2305832	2306554
3349	3349	1593047	1593766	2305832	2306552
3350	3350	3671192	3671911	2305836	2306555
3351	3351	1420040	1420756	2305836	2306552
3352	3352	509753	510469	2305836	2306552
3353	3353	3548535	3549256	2313228	2313951
3354	3354	1618711	1619433	2313229	2313951
3355	3355	25978	26697	2313231	2313951
3356	3356	1626433	1627152	2313231	2313950
3357	3357	3098305	3099021	2313232	2313948
3358	3358	519641	520360	2313233	2313952
3359	3359	4323813	4324532	2313233	2313952
3360	3360	2039581	2040297	2313233	2313949
3361	3361	1818021	1818737	2313234	2313950
3362	3362	1537780	1538496	2313234	2313950
3363	3363	1310037	1310764	2595381	2596106
3364	3364	103342	104069	2595386	2596112
3365	3365	2293699	2294416	2595388	2596106
3366	3366	3273084	3273801	2595389	2596106
3367	3367	3980200	3980914	2595392	2596106
3368	3368	785296	786010	2595392	2596106
3369	3369	2039581	2040308	2606441	2607169
3370	3370	103347	104068	2606454	2607175
3371	3371	2637089	2637811	2606454	2607174
3372	3372	3242630	3243345	2606454	2607169
3373	3373	2646244	2646959	2606454	2607169
3374	3374	3153099	3153814	2606454	2607169
3375	3375	1177352	1178067	2606454	2607169
3376	3376	3541719	3542434	2606454	2607169
3377	3377	757470	758185	2606454	2607169
3378	3378	25979	26694	2606454	2607169
